40, 2.247862
80, 1.910523
120, 1.749717
160, 1.546042
200, 1.618357
240, 1.569754
280, 1.570173
320, 1.342399
360, 1.550250
400, 1.485323
440, 1.488409
480, 1.195887
520, 1.533810
560, 1.498052
600, 1.360581
640, 1.054405
680, 1.409992
720, 1.130421
760, 1.273207
800, 1.113326
840, 1.165388
880, 1.064311
920, 1.114362
960, 0.863621
1000, 0.904172
1040, 0.951961
1080, 0.940553
1120, 0.715206
1160, 0.823611
1200, 0.836403
