40, 4.328468
80, 5.115694
120, 5.752962
160, 5.523053
200, 5.333979
240, 4.024360
280, 4.413875
320, 3.542395
360, 4.736939
400, 4.476458
440, 4.256453
480, 3.606427
520, 3.118243
560, 2.857444
600, 3.467114
640, 2.373959
680, 3.369260
720, 3.039342
760, 2.987919
800, 2.510494
840, 2.675538
880, 2.506563
920, 2.791974
960, 2.244780
1000, 2.349628
1040, 2.625396
1080, 2.584350
1120, 1.956899
1160, 2.215314
1200, 2.136056
